S,K,r,q,sigma,T,Call,Put,Forward,S2
85,80,0.1,0.05,0.28,1.5,15.82304998,5.821491758,91.62015283,7225
85,80,0.1,0.05,0.28,1.6,16.24417321,5.950786889,92.07940075,7225
85,80,0.1,0.05,0.28,1.7,16.64883759,6.068478742,92.54095067,7225
85,80,0.1,0.05,0.28,1.8,17.03815927,6.175625438,93.00481411,7225
85,80,0.1,0.05,0.28,1.9,17.41311589,6.27314718,93.47100269,7225
85,80,0.1,0.05,0.28,2.0,17.77457059,6.361850307,93.93952804,7225
85,80,0.1,0.05,0.3,0.0,5.0,0.0,85.0,7225
85,80,0.1,0.05,0.3,0.5,10.65415582,3.85116726,87.15178524,7225
85,80,0.1,0.05,0.3,1.0,13.97847695,5.510969307,89.35804319,7225
85,80,0.1,0.05,0.3,1.1,14.52902678,5.744520028,89.80595225,7225
85,80,0.1,0.05,0.3,1.3,15.55053243,6.147432517,90.70851707,7225
85,80,0.1,0.05,0.3,1.4,16.02651211,6.321696246,91.16319541,7225
85,80,0.1,0.05,0.3,1.5,16.48196899,6.480410766,91.62015283,7225
85,80,0.1,0.05,0.3,1.6,16.91851806,6.625131738,92.07940075,7225
85,80,0.1,0.05,0.3,1.7,17.33754632,6.757187476,92.54095067,7225
85,80,0.1,0.05,0.3,1.8,17.74025714,6.877723302,93.00481411,7225
85,80,0.1,0.05,0.3,1.9,18.12770401,6.987735294,93.47100269,7225
85,80,0.1,0.05,0.3,2.0,18.50081666,7.088096378,93.93952804,7225
85,80,0.1,0.05,0.32,0.0,5.0,0.0,85.0,7225
85,80,0.1,0.05,0.32,0.1,6.661177585,1.289103554,85.42606427,7225
85,80,0.1,0.05,0.32,0.3,9.19884437,3.099972188,86.28461049,7225
85,80,0.1,0.05,0.32,0.4,10.18584201,3.732109912,86.7171139,7225
85,80,0.1,0.05,0.32,0.5,11.06684042,4.263851859,87.15178524,7225
85,80,0.1,0.05,0.32,0.6,11.86842197,4.721714306,87.58863539,7225
85,80,0.1,0.05,0.32,0.7,12.60721145,5.122256657,88.02767525,7225
85,80,0.1,0.05,0.32,0.8,13.29444723,5.47665261,88.46891581,7225
85,80,0.1,0.05,0.32,1.0,14.5443554,6.076847756,89.35804319,7225
85,80,0.1,0.05,0.32,1.2,15.66167871,6.565328288,90.25610646,7225
85,80,0.1,0.05,0.32,1.3,16.17942936,6.776329447,90.70851707,7225
85,80,0.1,0.05,0.32,1.4,16.67333294,6.968517079,91.16319541,7225
85,80,0.1,0.05,0.32,1.5,17.14543227,7.143874049,91.62015283,7225
85,80,0.1,0.05,0.32,1.6,17.59746066,7.304074334,92.07940075,7225
85,80,0.1,0.05,0.32,1.7,18.03090599,7.450547147,92.54095067,7225
85,80,0.1,0.05,0.32,1.8,18.44705864,7.584524803,93.00481411,7225
85,80,0.1,0.05,0.32,1.9,18.84704782,7.707079101,93.47100269,7225
85,80,0.1,0.05,0.32,2.0,19.23186972,7.819149434,93.93952804,7225
85,80,0.1,0.05,0.34,0.1,6.830378855,1.458304824,85.42606427,7225
85,80,0.1,0.05,0.34,0.3,9.520331352,3.421459169,86.28461049,7225
85,80,0.1,0.05,0.34,0.5,11.48291612,4.679927554,87.15178524,7225
85,80,0.1,0.05,0.34,0.8,13.8116858,5.993891184,88.46891581,7225
85,80,0.1,0.05,0.34,0.9,14.48258965,6.337298519,88.91236809,7225
85,80,0.1,0.05,0.34,1.0,15.11358121,6.646073567,89.35804319,7225
85,80,0.1,0.05,0.34,1.2,16.27459707,7.178246657,90.25610646,7225
85,80,0.1,0.05,0.34,1.3,16.81170485,7.408604941,90.70851707,7225
85,80,0.1,0.05,0.34,1.4,17.32354374,7.61872788,91.16319541,7225
85,80,0.1,0.05,0.34,1.5,17.81229669,7.810738464,91.62015283,7225
85,80,0.1,0.05,0.34,1.6,18.27981506,7.986428734,92.07940075,7225
85,80,0.1,0.05,0.34,1.7,18.72768748,8.147328632,92.54095067,7225
85,80,0.1,0.05,0.34,1.8,19.15729118,8.294757343,93.00481411,7225
85,80,0.1,0.05,0.34,1.9,19.56983102,8.429862309,93.47100269,7225
85,80,0.1,0.05,0.34,2.0,19.96636963,8.55364934,93.93952804,7225
85,80,0.1,0.05,0.36,0.3,9.8447971,3.745924918,86.28461049,7225
85,80,0.1,0.05,0.36,0.7,13.58434555,6.099390763,88.02767525,7225
85,80,0.1,0.05,0.36,0.8,14.33157019,6.513775569,88.46891581,7225
85,80,0.1,0.05,0.36,1.0,15.68540199,7.217894354,89.35804319,7225
85,80,0.1,0.05,0.36,1.3,17.44650712,8.043407206,90.70851707,7225
85,80,0.1,0.05,0.36,1.4,17.97625804,8.271442182,91.16319541,7225
85,80,0.1,0.05,0.36,1.5,18.48164057,8.480082341,91.62015283,7225
85,80,0.1,0.05,0.36,1.6,18.96462397,8.671237643,92.07940075,7225
85,80,0.1,0.05,0.36,1.7,19.42689752,8.846538669,92.54095067,7225
85,80,0.1,0.05,0.36,1.8,19.86992527,9.007391436,93.00481411,7225
85,80,0.1,0.05,0.36,1.9,20.29498772,9.155019008,93.47100269,7225
85,80,0.1,0.05,0.36,2.0,20.70321391,9.29049362,93.93952804,7225
85,80,0.1,0.05,0.38,0.7,14.0763902,6.591435408,88.02767525,7225
85,80,0.1,0.05,0.38,0.9,15.578712,7.433420865,88.91236809,7225
85,80,0.1,0.05,0.38,1.1,16.90062994,8.116123189,89.80595225,7225
85,80,0.1,0.05,0.38,1.3,18.0831401,8.680040188,90.70851707,7225
85,80,0.1,0.05,0.38,1.4,18.63075043,8.925934574,91.16319541,7225
85,80,0.1,0.05,0.38,1.5,19.15270868,9.151150452,91.62015283,7225
85,80,0.1,0.05,0.38,1.6,19.65110197,9.357715648,92.07940075,7225
85,80,0.1,0.05,0.38,1.7,20.12772022,9.547361373,92.54095067,7225
85,80,0.1,0.05,0.38,1.8,20.58411433,9.721580491,93.00481411,7225
85,80,0.1,0.05,0.38,1.9,21.02164045,9.881671732,93.47100269,7225
85,80,0.1,0.05,0.38,2.0,21.44149409,10.02877381,93.93952804,7225
85,80,0.1,0.05,0.4,0.1,7.358335949,1.986261917,85.42606427,7225
85,80,0.1,0.05,0.4,0.2,9.106650646,3.368308642,85.8542642,7225
85,80,0.1,0.05,0.4,0.5,12.74585513,5.942866568,87.15178524,7225
85,80,0.1,0.05,0.4,0.6,13.69792818,6.551220518,87.58863539,7225
85,80,0.1,0.05,0.4,1.1,17.49851013,8.714003375,89.80595225,7225
85,80,0.1,0.05,0.4,1.3,18.72102649,9.317926576,90.70851707,7225
85,80,0.1,0.05,0.4,1.4,19.28641833,9.58160247,91.16319541,7225
85,80,0.1,0.05,0.4,1.5,19.82487277,9.823314547,91.62015283,7225
85,80,0.1,0.05,0.4,1.6,20.33859484,10.04520852,92.07940075,7225
85,80,0.1,0.05,0.4,1.7,20.82947512,10.24911628,92.54095067,7225
85,80,0.1,0.05,0.4,1.8,21.29915145,10.43661761,93.00481411,7225
85,80,0.1,0.05,0.4,1.9,21.74905573,10.60908701,93.47100269,7225
85,80,0.1,0.05,0.4,2.0,22.18045004,10.76772975,93.93952804,7225
85,80,0.1,0.05,0.42,0.4,12.07354764,5.619815541,86.7171139,7225
85,80,0.1,0.05,0.42,0.7,15.06520583,7.580251044,88.02767525,7225
85,80,0.1,0.05,0.42,0.8,15.90196456,8.084169945,88.46891581,7225
85,80,0.1,0.05,0.42,0.9,16.68111783,8.535826699,88.91236809,7225
85,80,0.1,0.05,0.42,1.3,19.35968077,9.956580853,90.70851707,7225
85,80,0.1,0.05,0.42,1.4,19.94275413,10.23793827,91.16319541,7225
85,80,0.1,0.05,0.42,1.5,20.49760283,10.4960446,91.62015283,7225
85,80,0.1,0.05,0.42,1.6,21.02654986,10.73316353,92.07940075,7225
85,80,0.1,0.05,0.42,1.7,21.53158661,10.95122776,92.54095067,7225
85,80,0.1,0.05,0.42,1.8,22.01443795,11.15190411,93.00481411,7225
85,80,0.1,0.05,0.42,1.9,22.47661167,11.33664296,93.47100269,7225
85,80,0.1,0.05,0.42,2.0,22.91943656,11.50671628,93.93952804,7225
85,80,0.1,0.05,0.44,0.0,5.0,0.0,85.0,7225
85,80,0.1,0.05,0.44,0.1,7.722992584,2.350918552,85.42606427,7225
85,80,0.1,0.05,0.44,0.4,12.45644708,6.002714986,86.7171139,7225
85,80,0.1,0.05,0.44,0.5,13.5960943,6.793105738,87.15178524,7225
85,80,0.1,0.05,0.44,0.7,15.5613022,8.076347406,88.02767525,7225
85,80,0.1,0.05,0.44,1.1,18.6967803,9.912273548,89.80595225,7225
85,80,0.1,0.05,0.44,1.2,19.36565769,10.26930727,90.25610646,7225
85,80,0.1,0.05,0.44,1.3,19.99868928,10.59558937,90.70851707,7225
85,80,0.1,0.05,0.44,1.4,20.59932463,10.89450877,91.16319541,7225
85,80,0.1,0.05,0.44,1.5,21.17044579,11.16888756,91.62015283,7225
85,80,0.1,0.05,0.44,1.6,21.7144939,11.42110757,92.07940075,7225
85,80,0.1,0.05,0.44,1.7,22.23356128,11.65320243,92.54095067,7225
85,80,0.1,0.05,0.44,1.8,22.72946004,11.8669262,93.00481411,7225
85,80,0.1,0.05,0.44,1.9,23.20377401,12.0638053,93.47100269,7225
85,80,0.1,0.05,0.44,2.0,23.65789885,12.24517856,93.93952804,7225
85,80,0.1,0.05,0.46,0.3,11.49758125,5.398709066,86.28461049,7225
85,80,0.1,0.05,0.46,0.9,17.78680639,9.641515258,88.91236809,7225
85,80,0.1,0.05,0.46,1.0,18.56529021,10.09778257,89.35804319,7225
85,80,0.1,0.05,0.46,1.1,19.2964719,10.51196515,89.80595225,7225
85,80,0.1,0.05,0.46,1.3,20.63769532,11.2345954,90.70851707,7225
85,80,0.1,0.05,0.46,1.4,21.25575557,11.55093971,91.16319541,7225
85,80,0.1,0.05,0.46,1.5,21.84300964,11.84145141,91.62015283,7225
85,80,0.1,0.05,0.46,1.6,22.40201696,12.10863063,92.07940075,7225
85,80,0.1,0.05,0.46,1.7,22.93497104,12.35461219,92.54095067,7225
85,80,0.1,0.05,0.46,1.8,23.44377139,12.58123756,93.00481411,7225
85,80,0.1,0.05,0.46,1.9,23.9300781,12.79010939,93.47100269,7225
85,80,0.1,0.05,0.46,2.0,24.3953539,12.98263361,93.93952804,7225
85,80,0.1,0.05,0.48,0.2,10.18796119,4.449619184,85.8542642,7225
85,80,0.1,0.05,0.48,0.3,11.83226707,5.733394886,86.28461049,7225
85,80,0.1,0.05,0.48,0.4,13.22543574,6.771703646,86.7171139,7225
85,80,0.1,0.05,0.48,0.5,14.45037483,7.647386266,87.15178524,7225
85,80,0.1,0.05,0.48,0.7,16.55555387,9.070599081,88.02767525,7225
85,80,0.1,0.05,0.48,0.8,17.48089522,9.6631006,88.46891581,7225
85,80,0.1,0.05,0.48,0.9,18.34017613,10.19488499,88.91236809,7225
85,80,0.1,0.05,0.48,1.0,19.14284516,10.67533752,89.35804319,7225
85,80,0.1,0.05,0.48,1.3,21.27638776,11.87328784,90.70851707,7225
85,80,0.1,0.05,0.48,1.4,21.91171998,12.20690412,91.16319541,7225
85,80,0.1,0.05,0.48,1.5,22.51495129,12.51339307,91.62015283,7225
85,80,0.1,0.05,0.48,1.6,23.08875973,12.7953734,92.07940075,7225
85,80,0.1,0.05,0.48,1.7,23.63544019,13.05508134,92.54095067,7225
85,80,0.1,0.05,0.48,1.8,24.15697986,13.29444602,93.00481411,7225
85,80,0.1,0.05,0.48,1.9,24.65511531,13.5151466,93.47100269,7225
85,80,0.1,0.05,0.48,2.0,25.13137654,13.71865625,93.93952804,7225
85,80,0.1,0.05,0.5,0.2,10.46150296,4.723160957,85.8542642,7225
85,80,0.1,0.05,0.5,0.4,13.61116083,7.157428731,86.7171139,7225
85,80,0.1,0.05,0.5,0.5,14.87853724,8.075548681,87.15178524,7225
85,80,0.1,0.05,0.5,0.6,16.01646318,8.869755511,87.58863539,7225
85,80,0.1,0.05,0.5,0.9,18.89359328,10.74830214,88.91236809,7225
85,80,0.1,0.05,0.5,1.1,20.49555877,11.71105201,89.80595225,7225
85,80,0.1,0.05,0.5,1.2,21.22535397,12.12900355,90.25610646,7225
85,80,0.1,0.05,0.5,1.3,21.91449239,12.51139247,90.70851707,7225
85,80,0.1,0.05,0.5,1.4,22.56692912,12.86211326,91.16319541,7225
85,80,0.1,0.05,0.5,1.5,23.18596735,13.18440913,91.62015283,7225
85,80,0.1,0.05,0.5,1.6,23.77440398,13.48101765,92.07940075,7225
85,80,0.1,0.05,0.5,1.7,24.3346356,13.75427675,92.54095067,7225
85,80,0.1,0.05,0.5,1.8,24.86873734,14.0062035,93.00481411,7225
85,80,0.1,0.05,0.5,1.9,25.37852251,14.2385538,93.47100269,7225
85,80,0.1,0.05,0.5,2.0,25.86558865,14.45286837,93.93952804,7225
85,85,0.1,0.05,0.1,0.0,0.0,0.0,85.0,7225
85,85,0.1,0.05,0.1,0.7,4.335113779,1.512128089,88.02767525,7225
85,85,0.1,0.05,0.1,1.0,5.502114604,1.558794055,89.35804319,7225
85,85,0.1,0.05,0.1,1.1,5.866967867,1.561631791,89.80595225,7225
85,85,0.1,0.05,0.1,1.3,6.567551097,1.554928338,90.70851707,7225
85,85,0.1,0.05,0.1,1.4,6.904828225,1.546803542,91.16319541,7225
85,85,0.1,0.05,0.1,1.5,7.234230388,1.536212046,91.62015283,7225
85,85,0.1,0.05,0.1,1.6,7.556234994,1.523567614,92.07940075,7225
85,85,0.1,0.05,0.1,1.7,7.871246841,1.509212077,92.54095067,7225
85,85,0.1,0.05,0.1,1.8,8.179613234,1.493430456,93.00481411,7225
85,85,0.1,0.05,0.1,1.9,8.481635333,1.476462288,93.47100269,7225
85,85,0.1,0.05,0.1,2.0,8.777576797,1.458510275,93.93952804,7225
85,85,0.1,0.05,0.12,0.1,1.499091157,1.077266295,85.42606427,7225
85,85,0.1,0.05,0.12,0.4,3.408112165,1.758327262,86.7171139,7225
85,85,0.1,0.05,0.12,0.5,3.913590372,1.866748933,87.15178524,7225
85,85,0.1,0.05,0.12,0.6,4.386928086,1.949043089,87.58863539,7225
85,85,0.1,0.05,0.12,0.8,5.26278965,2.060576765,88.46891581,7225
85,85,0.1,0.05,0.12,0.9,5.673053801,2.097418593,88.91236809,7225
85,85,0.1,0.05,0.12,1.0,6.068242593,2.124922043,89.35804319,7225
85,85,0.1,0.05,0.12,1.3,7.179003837,2.166381078,90.70851707,7225
85,85,0.1,0.05,0.12,1.4,7.528010534,2.169985851,91.16319541,7225
85,85,0.1,0.05,0.12,1.5,7.867745697,2.169727355,91.62015283,7225
85,85,0.1,0.05,0.12,1.6,8.198822636,2.166155256,92.07940075,7225
85,85,0.1,0.05,0.12,1.7,8.521763223,2.15972846,92.54095067,7225
85,85,0.1,0.05,0.12,1.8,8.83701662,2.150833842,93.00481411,7225
85,85,0.1,0.05,0.12,1.9,9.144973365,2.13980032,93.47100269,7225
85,85,0.1,0.05,0.12,2.0,9.445976141,2.12690962,93.93952804,7225
85,85,0.1,0.05,0.14,0.2,2.536465367,1.699116729,85.8542642,7225
85,85,0.1,0.05,0.14,0.6,4.866611722,2.428726725,87.58863539,7225
85,85,0.1,0.05,0.14,0.7,5.345466172,2.522480482,88.02767525,7225
85,85,0.1,0.05,0.14,0.8,5.800150236,2.597937351,88.46891581,7225
85,85,0.1,0.05,0.14,1.2,7.439431782,2.777683548,90.25610646,7225
85,85,0.1,0.05,0.14,1.3,7.814041505,2.801418746,90.70851707,7225
85,85,0.1,0.05,0.14,1.4,8.17711376,2.819089077,91.16319541,7225
85,85,0.1,0.05,0.14,1.5,8.529531578,2.831513236,91.62015283,7225
85,85,0.1,0.05,0.14,1.6,8.872038216,2.839370835,92.07940075,7225
85,85,0.1,0.05,0.14,1.7,9.205267295,2.843232531,92.54095067,7225
85,85,0.1,0.05,0.14,1.8,9.529765059,2.843582281,93.00481411,7225
85,85,0.1,0.05,0.14,1.9,9.84600714,2.840834095,93.47100269,7225
85,85,0.1,0.05,0.14,2.0,10.15441138,2.835344862,93.93952804,7225
85,85,0.1,0.05,0.16,0.1,1.921951977,1.500127114,85.42606427,7225
85,85,0.1,0.05,0.16,0.2,2.831768479,1.994419841,85.8542642,7225
85,85,0.1,0.05,0.16,0.3,3.570507359,2.323862845,86.28461049,7225
85,85,0.1,0.05,0.16,0.5,4.806733473,2.759892034,87.15178524,7225
85,85,0.1,0.05,0.16,0.6,5.35147311,2.913588113,87.58863539,7225
85,85,0.1,0.05,0.16,0.9,6.804941853,3.229306645,88.91236809,7225
85,85,0.1,0.05,0.16,1.1,7.66630173,3.360965654,89.80595225,7225
85,85,0.1,0.05,0.16,1.2,8.07230716,3.410558926,90.25610646,7225
85,85,0.1,0.05,0.16,1.3,8.464017185,3.451394426,90.70851707,7225
85,85,0.1,0.05,0.16,1.4,8.842674008,3.484649325,91.16319541,7225
85,85,0.1,0.05,0.16,1.5,9.209309392,3.511291051,91.62015283,7225
85,85,0.1,0.05,0.16,1.6,9.564792819,3.532125439,92.07940075,7225
85,85,0.1,0.05,0.16,1.7,9.909866314,3.54783155,92.54095067,7225
85,85,0.1,0.05,0.16,1.8,10.24517018,3.5589874,93.00481411,7225
85,85,0.1,0.05,0.16,1.9,10.57126239,3.566089344,93.47100269,7225
85,85,0.1,0.05,0.16,2.0,10.88863346,3.56956694,93.93952804,7225
85,85,0.1,0.05,0.18,0.0,0.0,0.0,85.0,7225
85,85,0.1,0.05,0.18,0.3,3.928621975,2.68197746,86.28461049,7225
85,85,0.1,0.05,0.18,0.4,4.626930743,2.97714584,86.7171139,7225
85,85,0.1,0.05,0.18,0.8,6.895445372,3.693232487,88.46891581,7225
85,85,0.1,0.05,0.18,0.9,7.381427365,3.805792157,88.91236809,7225
85,85,0.1,0.05,0.18,1.1,8.288266303,3.982930227,89.80595225,7225
85,85,0.1,0.05,0.18,1.3,9.123864223,4.111241464,90.70851707,7225
85,85,0.1,0.05,0.18,1.4,9.51912573,4.161101047,91.16319541,7225
85,85,0.1,0.05,0.18,1.5,9.901012366,4.202994024,91.62015283,7225
85,85,0.1,0.05,0.18,1.6,10.27051743,4.237850046,92.07940075,7225
85,85,0.1,0.05,0.18,1.7,10.62848916,4.266454394,92.54095067,7225
85,85,0.1,0.05,0.18,1.8,10.97565993,4.289477157,93.00481411,7225
85,85,0.1,0.05,0.18,1.9,11.31266828,4.307495232,93.47100269,7225
85,85,0.1,0.05,0.18,2.0,11.64007571,4.321009194,93.93952804,7225
85,85,0.1,0.05,0.2,0.0,0.0,0.0,85.0,7225
85,85,0.1,0.05,0.2,0.1,2.345847415,1.924022553,85.42606427,7225
85,85,0.1,0.05,0.2,0.2,3.42420741,2.586858772,85.8542642,7225
85,85,0.1,0.05,0.2,1.2,9.361810871,4.700062638,90.25610646,7225
85,85,0.1,0.05,0.2,1.3,9.790417074,4.777794315,90.70851707,7225
85,85,0.1,0.05,0.2,1.4,10.20298352,4.844958836,91.16319541,7225
85,85,0.1,0.05,0.2,1.5,10.60083227,4.902813929,91.62015283,7225
85,85,0.1,0.05,0.2,1.6,10.98507882,4.95241144,92.07940075,7225
85,85,0.1,0.05,0.2,1.7,11.35667617,4.994641405,92.54095067,7225
85,85,0.1,0.05,0.2,1.8,11.71644743,5.030264656,93.00481411,7225
85,85,0.1,0.05,0.2,1.9,12.06511046,5.059937412,93.47100269,7225
85,85,0.1,0.05,0.2,2.0,12.40329667,5.084230147,93.93952804,7225
85,85,0.1,0.05,0.22,0.0,0.0,0.0,85.0,7225
85,85,0.1,0.05,0.22,0.4,5.4473493,3.797564397,86.7171139,7225
85,85,0.1,0.05,0.22,0.5,6.16498993,4.11814849,87.15178524,7225
85,85,0.1,0.05,0.22,0.6,6.822349367,4.38446437,87.58863539,7225
85,85,0.1,0.05,0.22,0.7,7.432781555,4.609795865,88.02767525,7225
85,85,0.1,0.05,0.22,0.8,8.005048399,4.802835514,88.46891581,7225
85,85,0.1,0.05,0.22,1.0,9.057977096,5.114656547,89.35804319,7225
85,85,0.1,0.05,0.22,1.3,10.46158877,5.448966013,90.70851707,7225
85,85,0.1,0.05,0.22,1.4,10.89194586,5.533921178,91.16319541,7225
85,85,0.1,0.05,0.22,1.5,11.30625039,5.608232048,91.62015283,7225
85,85,0.1,0.05,0.22,1.6,11.70573895,5.673071567,92.07940075,7225
85,85,0.1,0.05,0.22,1.7,12.09146829,5.729433528,92.54095067,7225
85,85,0.1,0.05,0.22,1.8,12.46435137,5.778168593,93.00481411,7225
85,85,0.1,0.05,0.22,1.9,12.82518451,5.820011468,93.47100269,7225
85,85,0.1,0.05,0.22,2.0,13.17466829,5.855601765,93.93952804,7225
85,85,0.1,0.05,0.24,0.1,2.770210245,2.348385382,85.42606427,7225
85,85,0.1,0.05,0.24,0.2,4.017953425,3.180604787,85.8542642,7225
85,85,0.1,0.05,0.24,0.4,5.858591908,4.208807005,86.7171139,7225
85,85,0.1,0.05,0.24,0.5,6.619957455,4.573116015,87.15178524,7225
85,85,0.1,0.05,0.24,0.7,7.959888821,5.136903131,88.02767525,7225
85,85,0.1,0.05,0.24,0.8,8.562647769,5.360434884,88.46891581,7225
85,85,0.1,0.05,0.24,1.2,10.66846647,6.006718233,90.25610646,7225
85,85,0.1,0.05,0.24,1.3,11.13593898,6.123316219,90.70851707,7225
85,85,0.1,0.05,0.24,1.4,11.58442254,6.226397859,91.16319541,7225
85,85,0.1,0.05,0.24,1.5,12.01552446,6.317506122,91.62015283,7225
85,85,0.1,0.05,0.24,1.6,12.43060168,6.397934297,92.07940075,7225
85,85,0.1,0.05,0.24,1.7,12.83081402,6.468779254,92.54095067,7225
85,85,0.1,0.05,0.24,1.8,13.21716364,6.530980861,93.00481411,7225
85,85,0.1,0.05,0.24,1.9,13.59052479,6.585351745,93.47100269,7225
85,85,0.1,0.05,0.24,2.0,13.95166665,6.632600127,93.93952804,7225
85,85,0.1,0.05,0.26,0.0,0.0,0.0,85.0,7225
85,85,0.1,0.05,0.26,0.1,2.982482056,2.560657193,85.42606427,7225
85,85,0.1,0.05,0.26,0.5,7.075480855,5.028639415,87.15178524,7225
85,85,0.1,0.05,0.26,0.7,8.487897912,5.664912222,88.02767525,7225
85,85,0.1,0.05,0.26,0.8,9.121337541,5.919124656,88.46891581,7225
85,85,0.1,0.05,0.26,1.0,10.28031837,6.336997818,89.35804319,7225
85,85,0.1,0.05,0.26,1.2,11.32514036,6.66339213,90.25610646,7225
85,85,0.1,0.05,0.26,1.3,11.81243331,6.799810549,90.70851707,7225
85,85,0.1,0.05,0.26,1.4,12.27927062,6.921245933,91.16319541,7225
85,85,0.1,0.05,0.26,1.5,12.72740124,7.029382901,91.62015283,7225
85,85,0.1,0.05,0.26,1.6,13.15830197,7.125634586,92.07940075,7225
85,85,0.1,0.05,0.26,1.7,13.57323524,7.211200474,92.54095067,7225
85,85,0.1,0.05,0.26,1.8,13.973292,7.287109225,93.00481411,7225
85,85,0.1,0.05,0.26,1.9,14.35942405,7.354251001,93.47100269,7225
85,85,0.1,0.05,0.26,2.0,14.7324688,7.413402279,93.93952804,7225
85,85,0.1,0.05,0.28,0.1,3.19478702,2.772962157,85.42606427,7225
85,85,0.1,0.05,0.28,0.6,8.303774318,5.865889321,87.58863539,7225
85,85,0.1,0.05,0.28,0.9,10.30436795,6.728732745,88.91236809,7225
85,85,0.1,0.05,0.28,1.0,10.89319157,6.949871016,89.35804319,7225
85,85,0.1,0.05,0.28,1.2,11.98304597,7.321297736,90.25610646,7225
85,85,0.1,0.05,0.28,1.3,12.49030236,7.477679604,90.70851707,7225
85,85,0.1,0.05,0.28,1.4,12.97563944,7.617614756,91.16319541,7225
85,85,0.1,0.05,0.28,1.5,13.44094745,7.742929105,91.62015283,7225
85,85,0.1,0.05,0.28,1.6,13.88782269,7.855155306,92.07940075,7225
85,85,0.1,0.05,0.28,1.7,14.31762993,7.955595171,92.54095067,7225
85,85,0.1,0.05,0.28,1.8,14.73154866,8.045365885,93.00481411,7225
85,85,0.1,0.05,0.28,1.9,15.13060794,8.125434898,93.47100269,7225
85,85,0.1,0.05,0.28,2.0,15.51571324,8.196646721,93.93952804,7225
85,85,0.1,0.05,0.3,0.0,0.0,0.0,85.0,7225
85,85,0.1,0.05,0.3,0.2,4.909569945,4.072221308,85.8542642,7225
85,85,0.1,0.05,0.3,0.3,6.087987475,4.841342961,86.28461049,7225
85,85,0.1,0.05,0.3,0.4,7.094186482,5.444401579,86.7171139,7225
85,85,0.1,0.05,0.3,0.5,7.987442075,5.940600636,87.15178524,7225
85,85,0.1,0.05,0.3,0.6,8.798396211,6.360511214,87.58863539,7225
85,85,0.1,0.05,0.3,0.7,9.545400287,6.722414597,88.02767525,7225
85,85,0.1,0.05,0.3,0.9,10.89217979,7.316544584,88.91236809,7225
85,85,0.1,0.05,0.3,1.0,11.50661005,7.563289505,89.35804319,7225
85,85,0.1,0.05,0.3,1.2,12.64165406,7.979905827,90.25610646,7225
85,85,0.1,0.05,0.3,1.3,13.16895557,8.156332807,90.70851707,7225
85,85,0.1,0.05,0.3,1.4,13.67287581,8.314851126,91.16319541,7225
85,85,0.1,0.05,0.3,1.5,14.15544613,8.45742779,91.62015283,7225
85,85,0.1,0.05,0.3,1.6,14.61838217,8.585714792,92.07940075,7225
85,85,0.1,0.05,0.3,1.7,15.06315087,8.701116105,92.54095067,7225
85,85,0.1,0.05,0.3,1.8,15.49102006,8.804837285,93.00481411,7225
85,85,0.1,0.05,0.3,1.9,15.90309598,8.897922932,93.47100269,7225
85,85,0.1,0.05,0.3,2.0,16.30035198,8.981285462,93.93952804,7225
85,85,0.1,0.05,0.32,0.0,0.0,0.0,85.0,7225
85,85,0.1,0.05,0.32,0.4,7.506294144,5.856509241,86.7171139,7225
85,85,0.1,0.05,0.32,0.6,9.293124987,6.85523999,87.58863539,7225
85,85,0.1,0.05,0.32,0.7,10.0744494,7.251463714,88.02767525,7225
85,85,0.1,0.05,0.32,0.9,11.48018217,7.904546961,88.91236809,7225
85,85,0.1,0.05,0.32,1.1,12.72571602,8.420379943,89.80595225,7225
85,85,0.1,0.05,0.32,1.2,13.30054681,8.638798578,90.25610646,7225
85,85,0.1,0.05,0.32,1.3,13.84792654,8.835303782,90.70851707,7225
85,85,0.1,0.05,0.32,1.4,14.37046377,9.012439089,91.16319541,7225
85,85,0.1,0.05,0.32,1.5,14.87033085,9.172312512,91.62015283,7225
85,85,0.1,0.05,0.32,1.6,15.34936269,9.316695314,92.07940075,7225
85,85,0.1,0.05,0.32,1.7,15.80912832,9.447093557,92.54095067,7225
85,85,0.1,0.05,0.32,1.8,16.25098389,9.564801109,93.00481411,7225
85,85,0.1,0.05,0.32,1.9,16.67611271,9.670939663,93.47100269,7225
85,85,0.1,0.05,0.32,2.0,17.08555601,9.766489489,93.93952804,7225
85,85,0.1,0.05,0.34,0.2,5.504152106,4.666803468,85.8542642,7225
85,85,0.1,0.05,0.34,0.3,6.808947942,5.562303428,86.28461049,7225
85,85,0.1,0.05,0.34,0.4,7.918390575,6.268605671,86.7171139,7225
85,85,0.1,0.05,0.34,0.5,8.899754775,6.852913335,87.15178524,7225
85,85,0.1,0.05,0.34,0.6,9.787833539,7.349948542,87.58863539,7225
85,85,0.1,0.05,0.34,0.7,10.60347329,7.780487598,88.02767525,7225
85,85,0.1,0.05,0.34,0.9,12.06814849,8.492513281,88.91236809,7225
85,85,0.1,0.05,0.34,1.3,14.52683738,9.51421462,90.70851707,7225
85,85,0.1,0.05,0.34,1.4,15.0679852,9.709960513,91.16319541,7225
85,85,0.1,0.05,0.34,1.5,15.58514252,9.887124177,91.62015283,7225
85,85,0.1,0.05,0.34,1.6,16.08026353,10.04759615,92.07940075,7225
85,85,0.1,0.05,0.34,1.7,16.55501937,10.19298461,92.54095067,7225
